Continent	Extant	Order	Family	Genus	Species	Age	Weight (g)
EA	extant	Artiodactyla	Moschidae	Moschus	chrysogaster	4.16	14500
EA	extant	Artiodactyla	Suidae	Sus	bucculentus		
EA	extant	Artiodactyla	Suidae	Sus	salvanius	3.89	7718
EA	extant	Artiodactyla	Suidae	Sus	scrofa	5.07	117285.7
EA	extant	Artiodactyla	Suidae	Sus	barbatus	4.99	96666.7
EA	extant	Artiodactyla	Tragulidae	Moschiola	meminna	3.39	2450
EA	extant	Artiodactyla	Tragulidae	Tragulus	javanicus	3.52	3300
EA	extant	Artiodactyla	Tragulidae	Tragulus	napu	3.77	5900
EA	extant	Carnivora	Canidae	Alopex	lagopus	3.8	6285.3
EA	extant	Carnivora	Canidae	Canis	lupus	4.57	37000
EA	extant	Carnivora	Canidae	Canis	aureus	4.08	11958.3
EA	extant	Carnivora	Canidae	Cuon	alpinus	4.11	12760
EA	extant	Carnivora	Canidae	Nyctereutes	procyonoides	3.61	4040
EA	extant	Carnivora	Canidae	Vulpes	cana	3	1000
EA	extant	Carnivora	Canidae	Vulpes	corsac	3.38	2400
EA	extant	Carnivora	Canidae	Vulpes	rueppelli	3.51	3250
EA	extant	Carnivora	Canidae	Vulpes	ferrilata	3.7	5000
EA	extant	Carnivora	Canidae	Vulpes	vulpes	3.8	6333.3
EA	extant	Carnivora	Canidae	Vulpes	bengalensis	3.44	2726
EA	extant	Carnivora	Felidae	Acinonyx	jubatus	4.7	50000
EA	extant	Carnivora	Felidae	Caracal	caracal	4.14	13749.9
EA	extant	Carnivora	Felidae	Catopuma	temminckii	4.06	11500
EA	extant	Carnivora	Felidae	Felis	margarita	3.4	2525
EA	extant	Carnivora	Felidae	Felis	bieti	3.74	5500
EA	extant	Carnivora	Felidae	Felis	silvestris	3.81	6400
EA	extant	Carnivora	Felidae	Felis	chaus	3.86	7257
EA	extant	Carnivora	Felidae	Lynx	lynx	4.25	17950
EA	extant	Carnivora	Felidae	Lynx	pardinus	3.97	9400
EA	extant	Carnivora	Felidae	Neofelis	nebulosa	4.29	19500
EA	extant	Carnivora	Felidae	Otocolobus	manul	3.54	3500
EA	extant	Carnivora	Felidae	Panthera	pardus	4.66	45500
EA	extant	Carnivora	Felidae	Panthera	leo	5.21	161499.1
EA	extant	Carnivora	Felidae	Panthera	tigris	5.21	162564
EA	extant	Carnivora	Felidae	Pardofelis	marmorata	3.51	3250
EA	extant	Carnivora	Felidae	Prionailurus	bengalensis	3.52	3300
EA	extant	Carnivora	Felidae	Prionailurus	rubiginosus	3.13	1350
EA	extant	Carnivora	Felidae	Prionailurus	viverrinus	4.04	10850
EA	extant	Carnivora	Felidae	Uncia	uncia	4.65	44167
EA	extant	Carnivora	Herpestidae	Herpestes	palustris		
EA	extant	Carnivora	Herpestidae	Herpestes	javanicus	2.88	750
EA	extant	Carnivora	Herpestidae	Herpestes	ichneumon	3.88	7500
EA	extant	Carnivora	Herpestidae	Herpestes	brachyurus	3.3	2000
EA	extant	Carnivora	Herpestidae	Herpestes	smithii	3.27	1861.4
EA	extant	Carnivora	Herpestidae	Herpestes	urva	3.27	1863.2
EA	extant	Carnivora	Herpestidae	Herpestes	edwardsii	3.12	1324.2
EA	extant	Carnivora	Herpestidae	Herpestes	vitticollis	3.48	2994.7
EA	extant	Carnivora	Hyaenidae	Hyaena	hyaena	4.57	37410
EA	extant	Carnivora	Mustelidae	Amblonyx	cinereus	3.6	3990.4
EA	extant	Carnivora	Mustelidae	Arctonyx	collaris	3.8	6356
EA	extant	Carnivora	Mustelidae	Gulo	gulo	4.29	19500
EA	extant	Carnivora	Mustelidae	Ictonyx	libyca	3.54	3500
EA	extant	Carnivora	Mustelidae	Lutra	lutra	4.04	10999.9
EA	extant	Carnivora	Mustelidae	Lutra	sumatrana	3.74	5500
EA	extant	Carnivora	Mustelidae	Lutrogale	perspicillata	3.95	9000
EA	extant	Carnivora	Mustelidae	Martes	flavigula	3.4	2500
EA	extant	Carnivora	Mustelidae	Martes	martes	3.11	1300
EA	extant	Carnivora	Mustelidae	Martes	zibellina	3.05	1130
EA	extant	Carnivora	Mustelidae	Martes	gwatkinsii	3.31	2043
EA	extant	Carnivora	Mustelidae	Martes	melampus	3	1000
EA	extant	Carnivora	Mustelidae	Martes	foina	3.19	1540.8
EA	extant	Carnivora	Mustelidae	Meles	meles	4.11	13000
EA	extant	Carnivora	Mustelidae	Mellivora	capensis	3.95	9000
EA	extant	Carnivora	Mustelidae	Melogale	moschata	2.97	938.5
EA	extant	Carnivora	Mustelidae	Melogale	personata	3.23	1702.5
EA	extant	Carnivora	Mustelidae	Mustela	strigidorsa		
EA	extant	Carnivora	Mustelidae	Mustela	altaica	2.23	171
EA	extant	Carnivora	Mustelidae	Mustela	eversmannii	3.13	1350
EA	extant	Carnivora	Mustelidae	Mustela	lutreola	2.64	440
EA	extant	Carnivora	Mustelidae	Mustela	sibirica	2.61	405
EA	extant	Carnivora	Mustelidae	Mustela	nudipes	2.7	500
EA	extant	Carnivora	Mustelidae	Mustela	kathiah	2.32	208.1
EA	extant	Carnivora	Mustelidae	Mustela	erminea	2.23	168.8
EA	extant	Carnivora	Mustelidae	Mustela	nivalis	1.89	77.3
EA	extant	Carnivora	Mustelidae	Mustela	putorius	2.86	730.8
EA	extant	Carnivora	Mustelidae	Vormela	peregusna	2.73	543
EA	extant	Carnivora	Odobenidae	Odobenus	rosmarus	5.92	825000
EA	extant	Carnivora	Otariidae	Eumetopias	jubatus	5.49	310000
EA	extant	Carnivora	Phocidae	Cystophora	cristata	5.57	375000
EA	extant	Carnivora	Phocidae	Erignathus	barbatus	5.45	280000
EA	extant	Carnivora	Phocidae	Halichoerus	grypus	5.2	157667
EA	extant	Carnivora	Phocidae	Monachus	monachus	5.49	310000
EA	extant	Carnivora	Phocidae	Phoca	caspica	4.93	86000
EA	extant	Carnivora	Phocidae	Phoca	fasciata	4.95	90000
EA	extant	Carnivora	Phocidae	Phoca	groenlandica	5.08	120000
EA	extant	Carnivora	Phocidae	Phoca	hispida	4.96	90900
EA	extant	Carnivora	Phocidae	Phoca	sibirica	4.95	90000
EA	extant	Carnivora	Phocidae	Phoca	vitulina	5	100000
EA	extant	Carnivora	Phocidae	Phoca	largha	5.18	150000
EA	extant	Carnivora	Ursidae	Ailuropoda	melanoleuca	5.04	108400
EA	extant	Carnivora	Ursidae	Ailurus	fulgens	3.69	4900
EA	extant	Carnivora	Ursidae	Helarctos	malayanus	4.66	46000
EA	extant	Carnivora	Ursidae	Melursus	ursinus	5	100000
EA	extant	Carnivora	Ursidae	Ursus	thibetanus	4.89	77500
EA	extant	Carnivora	Ursidae	Ursus	maritimus	5.63	425000
EA	extant	Carnivora	Ursidae	Ursus	arctos	5.31	206000
EA	extant	Carnivora	Viverridae	Arctictis	binturong	4.11	13000
EA	extant	Carnivora	Viverridae	Arctogalidia	trivirgata	3.35	2250
EA	extant	Carnivora	Viverridae	Chrotogale	owstoni	3.51	3250
EA	extant	Carnivora	Viverridae	Cynogale	bennettii	3.65	4500
EA	extant	Carnivora	Viverridae	Diplogale	hosei		
EA	extant	Carnivora	Viverridae	Genetta	genetta	3.2	1600
EA	extant	Carnivora	Viverridae	Hemigalus	derbyanus	3.4	2500
EA	extant	Carnivora	Viverridae	Hemigalus	derbyanus	3.18	1500
EA	extant	Carnivora	Viverridae	Paguma	larvata	3.63	4300
EA	extant	Carnivora	Viverridae	Paradoxurus	jerdoni	3.44	2780.8
EA	extant	Carnivora	Viverridae	Paradoxurus	hermaphroditus	3.51	3200
EA	extant	Carnivora	Viverridae	Prionodon	linsang	2.85	700
EA	extant	Carnivora	Viverridae	Prionodon	pardicolor	2.71	512
EA	extant	Carnivora	Viverridae	Viverra	civettina		
EA	extant	Carnivora	Viverridae	Viverra	tangalunga	4	10000
EA	extant	Carnivora	Viverridae	Viverra	megaspila	3.97	9250
EA	extant	Carnivora	Viverridae	Viverra	zibetha	3.95	9000
EA	extant	Carnivora	Viverridae	Viverricula	indica	3.47	2980
EA	extant	Chiroptera	Craseonycteridae	Craseonycteris	thonglongyai	0.33	2.2
EA	extant	Chiroptera	Emballonuridae	Coleura	afra	1.03	10.7
EA	extant	Chiroptera	Emballonuridae	Emballonura	monticola	0.73	5.4
EA	extant	Chiroptera	Emballonuridae	Saccolaimus	saccolaimus	1.64	43.7
EA	extant	Chiroptera	Emballonuridae	Taphozous	longimanus	1.43	26.9
EA	extant	Chiroptera	Emballonuridae	Taphozous	melanopogon	1.44	27.6
EA	extant	Chiroptera	Emballonuridae	Taphozous	nudiventris	1.53	34.1
EA	extant	Chiroptera	Emballonuridae	Taphozous	perforatus	1.44	27.3
EA	extant	Chiroptera	Emballonuridae	Taphozous	theobaldi	1.6	39.8
EA	extant	Chiroptera	Megadermatidae	Megaderma	lyra	1.66	45.5
EA	extant	Chiroptera	Megadermatidae	Megaderma	spasma	1.39	24.8
EA	extant	Chiroptera	Molossidae	Chaerephon	nigeriae	1.3	19.8
EA	extant	Chiroptera	Molossidae	Chaerephon	pumila	1.05	11.3
EA	extant	Chiroptera	Molossidae	Mops	midas	1.66	45.2
EA	extant	Chiroptera	Molossidae	Otomops	wroughtoni		
EA	extant	Chiroptera	Molossidae	Tadarida	aegyptiaca	1.22	16.8
EA	extant	Chiroptera	Molossidae	Tadarida	teniotis	1.43	27
EA	extant	Chiroptera	Nycteridae	Nycteris	thebaica	0.99	9.8
EA	extant	Chiroptera	Nycteridae	Nycteris	tragata	1.16	14.4
EA	extant	Chiroptera	Pteropodidae	Balionycteris	maculata	1.15	14.2
EA	extant	Chiroptera	Pteropodidae	Chironax	melanocephalus	1.25	17.6
EA	extant	Chiroptera	Pteropodidae	Cynopterus	brachyotis	1.5	31.8
EA	extant	Chiroptera	Pteropodidae	Cynopterus	horsfieldi	1.74	54.8
EA	extant	Chiroptera	Pteropodidae	Cynopterus	sphinx	1.64	43.7
EA	extant	Chiroptera	Pteropodidae	Eidolon	helvum	2.4	253.3
EA	extant	Chiroptera	Pteropodidae	Eonycteris	spelaea	1.75	56.7
EA	extant	Chiroptera	Pteropodidae	Latidens	salimalii		
EA	extant	Chiroptera	Pteropodidae	Macroglossus	minimus	1.2	15.9
EA	extant	Chiroptera	Pteropodidae	Macroglossus	sobrinus	1.35	22.1
EA	extant	Chiroptera	Pteropodidae	Megaerops	ecaudatus	1.39	24.7
EA	extant	Chiroptera	Pteropodidae	Megaerops	niphanae	1.51	32.6
EA	extant	Chiroptera	Pteropodidae	Pteropus	giganteus	2.91	804.2
EA	extant	Chiroptera	Pteropodidae	Pteropus	hypomelanus	2.63	430
EA	extant	Chiroptera	Pteropodidae	Pteropus	lylei	2.5	316.7
EA	extant	Chiroptera	Pteropodidae	Pteropus	vampyrus	3.02	1039.3
EA	extant	Chiroptera	Pteropodidae	Rousettus	aegyptiacus	2.12	132.2
EA	extant	Chiroptera	Pteropodidae	Rousettus	amplexicaudatus	1.9	78.9
EA	extant	Chiroptera	Pteropodidae	Rousettus	leschenaulti	1.99	97.1
EA	extant	Chiroptera	Pteropodidae	Sphaerias	blanfordi	1.45	28.2
EA	extant	Chiroptera	Rhinolophidae	Asellia	tridens	1.08	11.9
EA	extant	Chiroptera	Rhinolophidae	Aselliscus	stoliczkanus	0.69	4.9
EA	extant	Chiroptera	Rhinolophidae	Coelops	frithi	0.87	7.4
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	dyacorum		
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	megalotis		
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	pratti		
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	schistaceus		
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	armiger	1.72	53
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	ater	0.77	5.8
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	caffer	0.98	9.4
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	cineraceus	0.61	4
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	diadema	1.64	43.8
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	fulvus	0.93	8.5
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	galeritus	0.95	9
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	halophyllus	0.6	4
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	lankadiva	1.72	52.4
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	larvatus	1.3	19.9
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	lekaguli	1.49	31.1
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	lylei	1.6	40
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	pomona	0.79	6.2
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	ridleyi	0.98	9.7
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	sabanus	0.62	4.2
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	speoris	1.02	10.4
EA	extant	Chiroptera	Rhinolophidae	Hipposideros	turpis	1.52	33.4
EA	extant	Chiroptera	Rhinolophidae	Paracoelops	megalotis		
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	borneensis		
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	canuti		
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	mitratus		
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	monoceros		
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	osgoodi		
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	rex		
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	subbadius		
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	acuminatus	1.07	11.8
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	affinis	1.15	14
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	blasii	0.99	9.7
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	clivosus	1.19	15.7
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	coelophyllus	0.85	7.1
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	cornutus	0.86	7.2
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	euryale	0.91	8.2
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	ferrumequinum	1.32	21.1
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	hipposideros	0.67	4.7
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	lepidus	0.76	5.7
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	luctus	1.53	33.9
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	macrotis	0.79	6.2
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	malayanus	0.83	6.7
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	marshalli	0.7	5
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	mehelyi	1.09	12.3
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	paradoxolophus	0.92	8.2
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	pearsoni	1.07	11.8
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	pusillus	0.71	5.2
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	robinsoni	0.93	8.5
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	rouxi	1.07	11.8
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	sedulus	0.94	8.8
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	shameli	0.98	9.6
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	stheno	0.9	7.9
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	thomasi	0.92	8.3
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	trifoliatus	1.17	14.8
EA	extant	Chiroptera	Rhinolophidae	Rhinolophus	yunanensis	1.29	19.7
EA	extant	Chiroptera	Rhinopomatidae	Rhinopoma	microphyllum	1.45	27.9
EA	extant	Chiroptera	Rhinopomatidae	Rhinopoma	muscatellum	0.96	9.1
EA	extant	Chiroptera	Vespertilionidae	Barbastella	barbastellus	0.9	8
EA	extant	Chiroptera	Vespertilionidae	Barbastella	leucomelas	1.18	15.1
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	kobayashii		
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	platyops		
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	tatei		
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	bobrinskoi	0.88	7.6
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	bottae	1.15	14.2
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	capensis	0.78	6
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	demissus	1.18	15
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	nasutus	0.9	7.9
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	nilssoni	1.02	10.4
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	pachyotis	0.92	8.3
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	serotinus	1.36	22.9
EA	extant	Chiroptera	Vespertilionidae	Eptesicus	vulturnus	0.58	3.8
EA	extant	Chiroptera	Vespertilionidae	Eudiscopus	denticulus		
EA	extant	Chiroptera	Vespertilionidae	Glischropus	tylopus	0.65	4.4
EA	extant	Chiroptera	Vespertilionidae	Harpiocephalus	harpia	1.13	13.6
EA	extant	Chiroptera	Vespertilionidae	Hesperoptenus	doriae		
EA	extant	Chiroptera	Vespertilionidae	Hesperoptenus	tomesi		
EA	extant	Chiroptera	Vespertilionidae	Hesperoptenus	blanfordi	0.83	6.8
EA	extant	Chiroptera	Vespertilionidae	Hesperoptenus	tickelli	1.21	16.3
EA	extant	Chiroptera	Vespertilionidae	Ia	io	1.69	49.2
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	eriophora		
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	intermedia		
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	atrox	0.68	4.8
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	hardwickei	0.66	4.5
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	minuta	0.31	2
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	papillosa	1	10.1
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	pellucida	0.61	4.1
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	picta	0.65	4.5
EA	extant	Chiroptera	Vespertilionidae	Kerivoula	whiteheadi	0.52	3.3
EA	extant	Chiroptera	Vespertilionidae	Miniopterus	fuscus	1.03	10.7
EA	extant	Chiroptera	Vespertilionidae	Miniopterus	magnater	1.15	14.1
EA	extant	Chiroptera	Vespertilionidae	Miniopterus	pusillus	0.94	8.6
EA	extant	Chiroptera	Vespertilionidae	Miniopterus	schreibersi	1.06	11.5
EA	extant	Chiroptera	Vespertilionidae	Murina	aurata		
EA	extant	Chiroptera	Vespertilionidae	Murina	fusca		
EA	extant	Chiroptera	Vespertilionidae	Murina	grisea		
EA	extant	Chiroptera	Vespertilionidae	Murina	puta		
EA	extant	Chiroptera	Vespertilionidae	Murina	ussuriensis		
EA	extant	Chiroptera	Vespertilionidae	Murina	aenea	0.88	7.5
EA	extant	Chiroptera	Vespertilionidae	Murina	cyclotis	0.96	9.1
EA	extant	Chiroptera	Vespertilionidae	Murina	huttoni	0.88	7.6
EA	extant	Chiroptera	Vespertilionidae	Murina	leucogaster	0.88	7.6
EA	extant	Chiroptera	Vespertilionidae	Murina	suilla	0.6	4
EA	extant	Chiroptera	Vespertilionidae	Murina	tubinaris	0.74	5.5
EA	extant	Chiroptera	Vespertilionidae	Myotis	abei		
EA	extant	Chiroptera	Vespertilionidae	Myotis	bombinus		
EA	extant	Chiroptera	Vespertilionidae	Myotis	chinensis		
EA	extant	Chiroptera	Vespertilionidae	Myotis	ikonnikovi		
EA	extant	Chiroptera	Vespertilionidae	Myotis	longipes		
EA	extant	Chiroptera	Vespertilionidae	Myotis	pequinius		
EA	extant	Chiroptera	Vespertilionidae	Myotis	ricketti		
EA	extant	Chiroptera	Vespertilionidae	Myotis	schaubi		
EA	extant	Chiroptera	Vespertilionidae	Myotis	sicarius		
EA	extant	Chiroptera	Vespertilionidae	Myotis	adversus	1.02	10.6
EA	extant	Chiroptera	Vespertilionidae	Myotis	altarium	1.04	11
EA	extant	Chiroptera	Vespertilionidae	Myotis	annectans	0.99	9.8
EA	extant	Chiroptera	Vespertilionidae	Myotis	bechsteini	0.93	8.5
EA	extant	Chiroptera	Vespertilionidae	Myotis	blythii	1.35	22.5
EA	extant	Chiroptera	Vespertilionidae	Myotis	brandti	0.72	5.3
EA	extant	Chiroptera	Vespertilionidae	Myotis	capaccinii	0.87	7.4
EA	extant	Chiroptera	Vespertilionidae	Myotis	dasycneme	1.15	14.1
EA	extant	Chiroptera	Vespertilionidae	Myotis	daubentoni	0.87	7.4
EA	extant	Chiroptera	Vespertilionidae	Myotis	emarginatus	0.88	7.7
EA	extant	Chiroptera	Vespertilionidae	Myotis	formosus	0.85	7
EA	extant	Chiroptera	Vespertilionidae	Myotis	frater	0.88	7.6
EA	extant	Chiroptera	Vespertilionidae	Myotis	hasseltii	0.94	8.8
EA	extant	Chiroptera	Vespertilionidae	Myotis	horsfieldii	0.78	6
EA	extant	Chiroptera	Vespertilionidae	Myotis	macrodactylus	0.86	7.2
EA	extant	Chiroptera	Vespertilionidae	Myotis	montivagus	0.92	8.3
EA	extant	Chiroptera	Vespertilionidae	Myotis	muricola	0.65	4.5
EA	extant	Chiroptera	Vespertilionidae	Myotis	myotis	1.39	24.8
EA	extant	Chiroptera	Vespertilionidae	Myotis	mystacinus	0.7	5
EA	extant	Chiroptera	Vespertilionidae	Myotis	nattereri	0.85	7.1
EA	extant	Chiroptera	Vespertilionidae	Myotis	ridleyi	0.6	4
EA	extant	Chiroptera	Vespertilionidae	Myotis	riparius	0.74	5.6
EA	extant	Chiroptera	Vespertilionidae	Myotis	rosseti	0.52	3.3
EA	extant	Chiroptera	Vespertilionidae	Myotis	siligorensis	0.47	3
EA	extant	Chiroptera	Vespertilionidae	Nyctalus	aviator		
EA	extant	Chiroptera	Vespertilionidae	Nyctalus	montanus		
EA	extant	Chiroptera	Vespertilionidae	Nyctalus	lasiopterus	1.7	49.7
EA	extant	Chiroptera	Vespertilionidae	Nyctalus	leisleri	1.12	13.3
EA	extant	Chiroptera	Vespertilionidae	Nyctalus	noctula	1.45	28
EA	extant	Chiroptera	Vespertilionidae	Nycticeius	schlieffeni	0.7	5
EA	extant	Chiroptera	Vespertilionidae	Nyctophilus	timoriensis	1.07	11.7
EA	extant	Chiroptera	Vespertilionidae	Otonycteris	hemprichi	1.38	23.8
EA	extant	Chiroptera	Vespertilionidae	Philetor	brachypterus	1.06	11.6
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	affinis		
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	anthonyi		
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	joffrei		
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	lophurus		
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	macrotis		
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	paterculus		
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	peguensis		
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	arabicus	0.5	3.2
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	babu	0.68	4.8
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	bodenheimeri	0.43	2.7
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	cadornae	0.83	6.7
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	ceylonicus	0.92	8.4
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	circumdatus	1.02	10.4
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	coromandra	0.66	4.6
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	dormeri	0.84	6.9
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	javanicus	0.72	5.3
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	kuhlii	0.77	5.9
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	mimus	0.52	3.3
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	nathusii	0.86	7.3
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	pipistrellus	0.76	5.7
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	pulveratus	0.74	5.5
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	rueppelli	0.84	6.9
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	savii	0.8	6.4
EA	extant	Chiroptera	Vespertilionidae	Pipistrellus	tenuis	0.67	4.7
EA	extant	Chiroptera	Vespertilionidae	Plecotus	auritus	0.89	7.8
EA	extant	Chiroptera	Vespertilionidae	Plecotus	austriacus	0.86	7.3
EA	extant	Chiroptera	Vespertilionidae	Scotoecus	pallidus		
EA	extant	Chiroptera	Vespertilionidae	Scotomanes	emarginatus		
EA	extant	Chiroptera	Vespertilionidae	Scotomanes	ornatus	1.34	21.8
EA	extant	Chiroptera	Vespertilionidae	Scotophilus	dinganii	1.4	25.1
EA	extant	Chiroptera	Vespertilionidae	Scotophilus	heathi	1.54	34.6
EA	extant	Chiroptera	Vespertilionidae	Scotophilus	kuhlii	1.36	23
EA	extant	Chiroptera	Vespertilionidae	Tylonycteris	pachypus	0.55	3.6
EA	extant	Chiroptera	Vespertilionidae	Tylonycteris	robustula	0.89	7.7
EA	extant	Chiroptera	Vespertilionidae	Vespertilio	murinus	1.27	18.7
EA	extant	Chiroptera	Vespertilionidae	Vespertilio	superans	1.39	24.5
EA	extant	Dermoptera	Cynocephalidae	Cynocephalus	volans	3.1	1250
EA	extant	Dermoptera	Cynocephalidae	Cynocephalus	variegatus	3	1000
EA	extant	Insectivora	Erinaceidae	Echinosorex	gymnura	2.98	957
EA	extant	Insectivora	Erinaceidae	Erinaceus	amurensis		
EA	extant	Insectivora	Erinaceidae	Erinaceus	concolor	2.86	719
EA	extant	Insectivora	Erinaceidae	Erinaceus	europaeus	2.89	771
EA	extant	Insectivora	Erinaceidae	Hemiechinus	collaris		
EA	extant	Insectivora	Erinaceidae	Hemiechinus	nudiventris		
EA	extant	Insectivora	Erinaceidae	Hemiechinus	auritus	2.53	342
EA	extant	Insectivora	Erinaceidae	Hemiechinus	micropus	2.23	171
EA	extant	Insectivora	Erinaceidae	Hylomys	sinensis		
EA	extant	Insectivora	Erinaceidae	Hylomys	suillus	1.81	64
EA	extant	Insectivora	Erinaceidae	Mesechinus	dauuricus		
EA	extant	Insectivora	Erinaceidae	Mesechinus	hughi		
EA	extant	Insectivora	Soricidae	Anourosorex	squamipes	1.3	20
EA	extant	Insectivora	Soricidae	Blarinella	wardi		
EA	extant	Insectivora	Soricidae	Blarinella	quadraticauda	1.1	12.5
EA	extant	Insectivora	Soricidae	Chimarrogale	styani		
EA	extant	Insectivora	Soricidae	Chimarrogale	hantu	1.74	55
EA	extant	Insectivora	Soricidae	Chimarrogale	himalayica	1.57	37.5
EA	extant	Insectivora	Soricidae	Crocidura	arabica		
EA	extant	Insectivora	Soricidae	Crocidura	armenica		
EA	extant	Insectivora	Soricidae	Crocidura	attenuata		
EA	extant	Insectivora	Soricidae	Crocidura	dhofarensis		
EA	extant	Insectivora	Soricidae	Crocidura	gueldenstaedtii		
EA	extant	Insectivora	Soricidae	Crocidura	horsfieldii		
EA	extant	Insectivora	Soricidae	Crocidura	lasiura		
EA	extant	Insectivora	Soricidae	Crocidura	malayana		
EA	extant	Insectivora	Soricidae	Crocidura	monticola		
EA	extant	Insectivora	Soricidae	Crocidura	pergrisea		
EA	extant	Insectivora	Soricidae	Crocidura	pullata		
